name,type,number,id
USD 505 - Chetopa-St Paul (LB),School District,505,320218739
USD 508 - Baxter Springs (CK),School District,508,320218740
USD 436,School District,436,320202721
USD 445,School District,445,320202722
USD 446,School District,446,320202723
USD 447,School District,447,320202724
USD 461 - Wilson,School District,461,320202725
USD 484 - Wilson,School District,484,320202726
School District 274,School District,274,320216662
School District 291,School District,291,320216663
School District 292,School District,292,320216664
School District 293,School District,293,320216665
School District 468,School District,468,320216667
School District 482,School District,482,320216668
School 482,School District,482,32056525
School 466,School District,466,32094544
School 467,School District,467,320114554
School 466,School District,466,320114569
Local Board Of Educ Dist 0,School District,0,320208652
Membership Dist 1-4,School District,14,320208653
Membership Dist 2-5,School District,25,320208654
Membership Dist 3-6,School District,36,320208655
"School 111 (2,4,6)",School Member District,111246,320453411
School 113 (1),School Member District,1131,320453484
School Member District 2,School Member District,2,320449827
School Member At-Large,School Member District,3,320449828
School Member District 1,School Member District,1,320449829
School Member #338 3-6,School Member District,,320449849
School Member #335 3-6,School Member District,,320449851
"School 273, Member Dist 2-5",School Member District,27325,320453575
School Member #449 1-4,School Member District,,320449848
"School 113, School Member 5",School Member District,1135,320453805
"School 426, Member District 2",School Member District,4262,320455544
School Member #339 1-4,School Member District,,320449845
School Member Dist 4,School Member District,,320449762
School Member Dist 5,School Member District,,320449763
School Member Dist 6,School Member District,,320449764
"School 110, Member 2 (Smith Co",School Member District,1102,320449817
"School 110, Member 1",School Member District,1101,320449814
School Member #430 2-5,School Member District,,320448645
School Member #430 3-6,School Member District,,320448646
"School 235, School Member 1-4",School Member District,23514,320448232
"School 234, School Member 3-6",School Member District,23436,320448231
"School 234, School Member 2-5",School Member District,23425,320448230
"School 234, School Member 1-4",School Member District,23414,320448229
"School 235, School Member 3-6",School Member District,23536,320448234
"School 235, School Member 2-5",School Member District,23525,320448233
"School 346, School Member 3",School Member District,3463,320448236
"School 248, School Member 3-6",School Member District,24836,320448235
"School District 254, Member 2",School Member District,2542,320448452
School 502 - Dist 1 Pos 1 &amp; 4,School Member District,50214,320448067
School 502 - Dist 2 Pos 2 &amp; 5,School Member District,50225,320448068
School 502 - Dist 3 Pos 3 &amp; 6,School Member District,50236,320448069
"School 205, Member 5",School Member District,,320448826
"School 389, Member 5",School Member District,,320448827
"School 282, Member 2&amp;5",School Member District,,320448830
"School 282, Member 1",School Member District,,320448829
"School 282, Member 5",School Member District,,320448833
"School 282, Member 4",School Member District,,320448832
"School 282, Member 3",School Member District,,320448831
"School 283, Member 2",School Member District,,320448835
"School 283, Member 1",School Member District,,320448834
"School 283, Member 3",School Member District,,320448836
"School 462, Member 1-4",School Member District,,320448837
"School 484, Member 3-6",School Member District,,320448838
Augusta 402 2_5_7 ,School Member District,4022,320450353
Augusta 402 3_6_7 ,School Member District,4023,320450354
Flinthills 492 1_4_7,School Member District,4921,320450355
Flinthills 492 2_5_7 ,School Member District,4922,320450356
Flinthills 492 3_6_7 ,School Member District,4923,320450357
School Member Dist 1,School Member District,,320449759
School Member Dist 2,School Member District,,320449760
School Member Dist 3,School Member District,,320449761
"School 426, Member District 1",School Member District,4261,320449001
"School 426, Member District 3",School Member District,4263,320449000
"School 398, Member 1",School Member District,3981,320448500
"School 217, Member 3",School Member District,,320449124
"School 217, Member 2",School Member District,,320449123
"School 217, Member 1",School Member District,,320449122
USD 244 / 1,School Member District,2441,320447500
USD 244 / 2,School Member District,2442,320447501
USD 244 / 3,School Member District,2443,320447503
USD 244 / 4,School Member District,2444,320447504
USD 244 / 5,School Member District,2445,320447505
USD 244 / 6,School Member District,2446,320447506
USD 245 / 1,School Member District,2451,320447507
USD 245 / 2,School Member District,2452,320447508
"School 326, Member 6",School Member District,,320448599
"School 392, Member 3",School Member District,,320448598
"School 399, Member 3",School Member District,,320448597
"School 269, Member 6",School Member District,,320448596
"School 269, Member 5",School Member District,,320448595
"School 269, Member 4",School Member District,,320448594
"School 269, Member 3",School Member District,,320448593
"School 269, Member 2",School Member District,,320448592
"School 269, Member 1",School Member District,,320448591
"USD 495, Member 3-6",School Member District,,320448987
"USD 431, Member 3-6",School Member District,,320448983
"USD 431, Member 2-5",School Member District,,320448982
"USD 431, Member 1-4",School Member District,,320448981
"School 307, Member 1",School Member District,3071,320447558
"School 327, Member 2",School Member District,3272,320447560
"School 327, Member 3",School Member District,3273,320447561
"School 327, Member 1",School Member District,3271,320447559
"School 112, Member 1",School Member District,3281,320447562
"School 112, Member 2",School Member District,3282,320447563
"School 112, Member 3",School Member District,3283,320447564
"School 112, Member 4",School Member District,3284,320447565
"School 112, Member 5",School Member District,3285,320447566
"School 112, Member 6",School Member District,3286,320447567
"School 400, Member 1",School Member District,4001,320447568
"School 444, Member 1",School Member District,4441,320447569
"School 495, Member 1-4",School Member District,,320448510
"USD 101, Member 1",School Member District,1011,320447859
"USD 101, Member 2",School Member District,1012,320447860
"USD 101, Member 3",School Member District,1013,320447861
"USD 505, Member 3",School Member District,5053,320447862
School 415  (1-4),School Member District,41514,320447863
School 415  (3-6),School Member District,41536,320447865
School 415  (2-5),School Member District,41525,320447864
School 430  (1-4),School Member District,43014,320447867
School 430  (3-6),School Member District,43036,320447868
School 430  (2-5),School Member District,43025,320447866
"School 330, Member 2-5",School Member District,33025,320448151
"School 420, Member 2-5",School Member District,42025,320448153
"School 420, Member 1-4",School Member District,42014,320448152
"School 420, Member 3-6",School Member District,42036,320448154
"School 421, Member 2",School Member District,4212,320448156
"School 434, Member 2-5",School Member District,43425,320448163
"School 421, Member 3",School Member District,4213,320448157
"School 421, Member 1",School Member District,4211,320448158
"School 434, Member 1-4",School Member District,43414,320448162
"School 434, Member 3-6",School Member District,43436,320448164
"School 437, Member 2-5",School Member District,43725,320448165
"School 450, Member 3-6",School Member District,45036,320448166
"School 454, Member 1-4",School Member District,45414,320448167
"School 454, Member 2-5",School Member District,45425,320448168
"School 454, Member 3-6",School Member District,45436,320448169
"School 456, Member 1-4",School Member District,45614,320448170
"School 456, Member 2-5",School Member District,45625,320448171
"School 456, Member 3-6",School Member District,45636,320448172
"464, School Member 3",School Member District,4643,320448193
"464, School Member 2",School Member District,4642,320448192
"464, School Member 1",School Member District,4641,320448191
"458, School Member 3",School Member District,4583,320448190
"458, School Member 2",School Member District,4582,320448189
"458, School Member 1",School Member District,4581,320448188
"449, School Member 3",School Member District,4493,320448187
"449, School Member 2",School Member District,4492,320448186
"449, School Member 1",School Member District,4491,320448185
"School 435, School Member 1",School Member District,4351,320448221
"School 393, School Member 3",School Member District,3933,320448220
"School 393, School Member 1",School Member District,3931,320448219
"School 435, School Member 3",School Member District,4353,320448223
"School 380, School Member 2-5",School Member District,38025,320448268
"School 288, Member 2-5",School Member District,28825,320448310
"School 288, Member 1-4",School Member District,28814,320448309
"School 287, Member 3-6",School Member District,28736,320448308
"School 287, Member 2-5",School Member District,28725,320448307
"School 287, Member 1-4",School Member District,28714,320448306
"School 243, Member 3-6",School Member District,24336,320448305
"School 288, Member 3-6",School Member District,28836,320448311
"School 289, Member 3-6",School Member District,28936,320448314
"School 289, Member 2-5",School Member District,28925,320448313
"School 289, Member 1-4",School Member District,28914,320448312
"School 365, Member 1-4",School Member District,36514,320448316
"School 368, Member 1-4",School Member District,36814,320448317
"School 456, Member 3-6",School Member District,45636,320448318
"School 434, Member 1-4",School Member District,43414,320448320
"School 348, Member 3-6",School Member District,34836,320448321
"School 351, Member 1-4-5",School Member District,,320449261
"School 346, Member 1",School Member District,,320448877
"USD 247, Member 3-6 ",School Member District,,320448493
"USD 404, Member 1-4 ",School Member District,,320448495
"USD 404, Member 2-5",School Member District,,320448496
"USD 404, Member 3-6",School Member District,,320448497
School Member At Large,School Member District,,320447378
School 113 (4),School Member District,1134,320453542
"School 335, Member 3-6",School Member District,33536,320448411
"School 335, Member 2-5",School Member District,33525,320448410
"School 335, Member 1-4",School Member District,33514,320448409
"School 336, Member 3-6",School Member District,33636,320448414
"School 336, Member 2-5",School Member District,33625,320448413
"School 336, Member 1-4",School Member District,33614,320448412
"School 337, Member 3-6",School Member District,33736,320448417
"School 337, Member 2-5",School Member District,33725,320448416
"School 337, Member 1-4",School Member District,33714,320448415
"School 338, Member 1-4",School Member District,33814,320448418
"School 430, Member 2-5",School Member District,43025,320448422
"School 377, Member 3-6",School Member District,37736,320448421
"School 377, Member 1-4",School Member District,37714,320448420
"School 340, Member 1-4",School Member District,34014,320448419
"School 273, Member Dist 1-4",School Member District,27314,320453580
"School District 254, Member 6",School Member District,2546,320448456
"School District 254, Member 5",School Member District,2545,320448455
"School District 254, Member 4",School Member District,2544,320448454
"School District 254, Member 3",School Member District,2543,320448453
"School 262, Member 2",School Member District,2622,320447953
"School 312, Member 3",School Member District,3123,320447954
"School 440, Member 2, 5",School Member District,4402,320447956
"School 440, Member 1, 4",School Member District,4401,320447955
"School 440, Member 3, 6",School Member District,4403,320447957
"School 439, Member 2-5",School Member District,4392,320447959
"School 439, Member 3-6",School Member District,4393,320447960
"School 439, Member 1-4",School Member District,4391,320447958
"School 313, Member 3",School Member District,3133,320447961
"School 411, Member 3",School Member District,4113,320447966
"School 398, Member 2",School Member District,3982,320447967
"School 423, Member 3",School Member District,4233,320447965
"245, School Member 6 7",School Member District,24567,320448050
"245, School Member 2 7",School Member District,24527,320448049
"258, School Member 1 7",School Member District,25817,320448051
"366, School Member 147",School Member District,366147,320448052
"366, School Member 367",School Member District,366367,320448054
"366, School Member 257",School Member District,366257,320448053
"386, School Member 257",School Member District,386257,320448055
"387, School Member 6 7",School Member District,38767,320448056
"389, School Member 3 7",School Member District,38937,320448059
"245, School Member 4 7 ",School Member District,24547,320448065
"School 243, Member 2-5",School Member District,24325,320448145
"School 251, Member 1-4",School Member District,25114,320448147
"School 243, Member 1-4",School Member District,24314,320448146
"School 287, Member 1-4",School Member District,28714,320448148
"School 287, Member 2-5",School Member District,28725,320448149
"School 287, Member 3-6",School Member District,28736,320448150
USD330-2,School Member District,3302,320151507
USD340-2,School Member District,3402,320151508
USD345-A,School Member District,,320151509
USD345-B,School Member District,,320151510
USD345-C,School Member District,,320151511
USD434-1,School Member District,4341,320151515
USD437-A,School Member District,,320151516
USD437-B,School Member District,,320151517
USD437-C,School Member District,,320151518
USD450-A,School Member District,,320151519
USD450-B,School Member District,,320151520
USD450-C,School Member District,,320151521
USD501-1,School Member District,5011,320151522
USD501-2,School Member District,5012,320151523
USD501-3,School Member District,5013,320151524
SM 259-1 Member Dist,School Member District,2591,320446339
SM 259-2 Member Dist,School Member District,2592,320446362
SM 259-3 Member Dist ,School Member District,2593,320446361
SM 259-4 Member Dist,School Member District,2594,320446360
SM 259-5 Member Dist,School Member District,2595,320446359
SM 259-6 Member Dist,School Member District,2596,320446358
SM 263-1 Member Dist,School Member District,2631,320446357
SM 263-2 Member Dist,School Member District,2632,320446356
SM 263-3 Member Dist,School Member District,2633,320446355
SM 266-1 Member Dist,School Member District,2661,320446351
SM 266-2 Member Dist,School Member District,2662,320446350
SM 266-3 Member Dist,School Member District,2663,320446349
SM 267-1 Member Dist,School Member District,2671,320446348
SM 267-2 Member Dist,School Member District,2672,320446347
SM 267-3 Member Dist,School Member District,2673,320446346
SM 312-3 Member Dist,School Member District,3123,320446345
SM 331-5 Member Dist,School Member District,3315,320446344
SM 356-1 Member Dist,School Member District,3561,320446343
SM 375-1 Member Dist,School Member District,3751,320446340
SM 375-2 Member Dist,School Member District,3752,320446369
SM 385-1 Member Dist,School Member District,3851,320446368
SM 385-2 Member Dist,School Member District,3852,320446367
SM 439-1 Member Dist,School Member District,4391,320446370
SM 439-2 Member Dist,School Member District,4392,320446365
SM 439-3 Member Dist,School Member District,4393,320446364
SM 440-3 Member Dist,School Member District,4403,320446363
Member Dist 2-5,School Member District,2,320446443
Member Dist 3-6,School Member District,3,320446444
Member Dist 1-4,School Member District,1,320446442
Member Dist 1,School Member District,4,320446446
Member Dist 2,School Member District,5,320446447
Member Dist 3,School Member District,6,320446448
Member Dist 4,School Member District,7,320446449
Member Dist 6,School Member District,8,320446450
USD 330 Member District 2 &amp; 5,School Member District,8,320446429
USD 330 Member District 3 &amp; 6,School Member District,9,320446430
USD 330 Member District 1 &amp; 4,School Member District,7,320446428
"School Dist 214, Member 2-5",School Member District,,320446826
"School Dist 214, Member 3-6",School Member District,,320446827
Local School Board 0,School Member District,0,320446828
"School 103, Member 1-5",School Member District,,320448676
"School 103, Member 2-6",School Member District,,320448677
"School 297, Member 2-5",School Member District,,320448680
"School 297, Member 3-6",School Member District,,320448679
"School 297, Member 1-4",School Member District,,320448678
"282, School Member Dist.1,Pos1",School Member District,2823,320448099
"School 435, School Member 2",School Member District,4352,320448222
"School 473, School Member 2",School Member District,4732,320448225
"School 473, School Member 1",School Member District,4731,320448224
"School 473, School Member 3",School Member District,4733,320448226
"School 481, School Member 1",School Member District,4811,320448227
"School 481, School Member 2",School Member District,4812,320448228
"School Dist 361, Member 2-5",School Member District,,320448846
"School Dist 361, Member 1-4",School Member District,,320448845
"School Dist 361, Member 3-6",School Member District,,320448847
"USD 243 1,3,5",School Member District,243135,320455507
"USD 243 2,4,6",School Member District,243246,320455508
USD321-1,School Member District,3211,320151500
USD321-2,School Member District,3212,320151505
USD330-1,School Member District,3301,320151506
"245, School Member 2",School Member District,2452,320448205
"School 393, School Member 2",School Member District,3932,320448239
"School 335, School Member 1-4",School Member District,33514,320448259
"School 322, School Member 3",School Member District,3223,320448258
"School District 293, Member 1",School Member District,1,320216669
"School District 293, Member 2",School Member District,2,320216671
"School District 293, Member 3",School Member District,3,320216673
"School District 293, Member 4",School Member District,4,320216675
"School District 293, Member 5",School Member District,5,320216676
"School District 293, Member 6",School Member District,6,320216677
School Member 2-7,School Member District,,320114555
School Member 1-7,School Member District,,320114565
School Member -0,School Member District,,320114570
"USD 436, Member Dist A 1,2,4",School Member District,,320445947
"USD 436, Member Dist B 3,5,6",School Member District,,320445948
"School 322, Member 6",School Member District,3226,320448408
"School 322, Member 1",School Member District,3221,320448407
School Member 2-5 District 306,School Member District,,320447031
"School 321, Member 1-4",School Member District,32114,320448406
School Member 3-6 District 444,School Member District,,320447032
School Member 1-4 District 411,School Member District,,320447033
School Member 1-4 District 419,School Member District,,320447034
School Member 2-5 District 419,School Member District,,320447035
School Member 3-6 District 419,School Member District,,320447036
School Member 1-4 District 400,School Member District,,320447037
School Member 2-5 District 400,School Member District,,320447038
School Member 3-6 District 400,School Member District,,320447039
Usd Member Dist 1,School Member District,1,320214661
Usd Member Dist 2,School Member District,2,320214662
School Member 1-4,School Member District,,32028512
School Member 1-7,School Member District,,32028523
School Member 25,School Member District,25,32014505
School Member 36,School Member District,36,32014516
School Member 14,School Member District,14,32014519
School Member 3,School Member District,3,32014523
Usd Member Dist 1_4,School Member District,,320198649
Usd Member Dist 2_5,School Member District,,320198650
Usd Member Dist 3_6,School Member District,,320198651
School Member 3,School Member District,3,32022569
School Member 114,School Member District,114,320116556
School Member 336,School Member District,336,320116567
School Member 225,School Member District,225,320116571
"School District 254, Member 1",School Member District,2541,320448451
"School District 255, Member 2",School Member District,2552,320448458
"School District 255, Member 1",School Member District,2551,320448457
USD Mem Dist 1-4-5,School Member District,4,320448861
USD Mem Dist 2-3-6,School Member District,5,320448862
"School 322, School Member 1",School Member District,3221,320448257
"School 335, School Member 2-5",School Member District,33525,320448260
"School 380, School Member 3-6",School Member District,38036,320448261
USD At-Large,School Member District,99,320192819
School Member 2/5,School Member District,,32080548
School Member 3/6,School Member District,,32080551
School Member 1/4,School Member District,,32080538
"School 293, Member 1",School Member District,,320448671
"School 294, Member 4",School Member District,,320448672
"School 346, Member 2",School Member District,,320448878
"School 365, Member 1-4",School Member District,,320448889
"USD 286, Member 3",School Member District,,320448933
"USD 286, Member 2",School Member District,,320448932
"USD 286, Member 1",School Member District,,320448931
USD Member District 1,School Member District,1,320445742
USD Member District 2,School Member District,2,320445743
USD Member District 3,School Member District,3,320445744
USD Member District 4,School Member District,4,320445745
USD Member District 5,School Member District,5,320445746
USD Member District 6,School Member District,6,320445747
"School 217, Member 6",School Member District,,320449127
"School 217, Member 5",School Member District,,320449126
"School 217, Member 4",School Member District,,320449125
School Member 3/6,School Member District,,320102549
School Member 2/5,School Member District,,320102564
School Member 1/4,School Member District,,320102573
School Member 2-5,School Member District,,32072544
School Member 1-4,School Member District,,32072546
School Member 1,School Member District,1,32072568
School Member 6,School Member District,6,32072576
School Member 3-6,School Member District,,32072534
School Member 0-7 District 460,School Member District,,320447027
School Member 2-5,School Member District,,32022540
School Member 3-6,School Member District,,32022543
School Member 3-5,School Member District,,32022551
School Member 1-4,School Member District,,32022554
School Member 146,School Member District,146,32022565
School Member 235,School Member District,235,32022566
232 Member 1 &amp; 4,School Member District,,320182438
232 Member 2 &amp; 5,School Member District,,320182439
232 Member 3 &amp; 6,School Member District,,320182440
233 Member 1 &amp; 4,School Member District,,320182441
233 Member 2 &amp; 5,School Member District,,320182442
233 Member 3 &amp; 6,School Member District,,320182443
289 Member 2 &amp; 5,School Member District,,320182444
512 Member 1,School Member District,,320182445
512 Member 2,School Member District,,320182446
512 Member 3,School Member District,,320182447
512 Member 4,School Member District,,320182448
512 Member 5,School Member District,,320182449
School Member 2-5,School Member District,,32020508
School Member 3-6,School Member District,,32020519
School Member 1-4,School Member District,,32020522
"USD 256, Member 1",School Member District,,320448899
"USD 256, Member 3",School Member District,,320448901
"USD 256, Member 2",School Member District,,320448900
"USD 256, Member 6",School Member District,,320448904
"USD 256, Member 5",School Member District,,320448903
"USD 256, Member 4",School Member District,,320448902
"USD 257, Member 6",School Member District,,320448910
"USD 257, Member 5",School Member District,,320448909
"USD 257, Member 4",School Member District,,320448908
"USD 257, Member 3",School Member District,,320448907
"USD 257, Member 2",School Member District,,320448906
"USD 257, Member 1",School Member District,,320448905
School Member 5,School Member District,5,320104628
School Member 6,School Member District,6,320104630
USD Member Dist 1-4,School Member District,1,320188694
USD Member Dist 2-5,School Member District,2,320188695
USD Member Dist 3-6,School Member District,3,320188696
School Member 1,School Member District,1,320104550
School Member 2,School Member District,2,320104563
School Member 3,School Member District,3,320104564
School Member 2 - 5,School Member District,2,32086541
"386, School Memer 3-6",School Member District,38636,320448096
"386, School Memer 2-5",School Member District,38625,320448095
"386, School Memer 1-4",School Member District,38614,320448094
"205, School Member 3",School Member District,2053,320448097
"245, School Member 1",School Member District,2451,320448098
"282, School Member Dist.1,Pos4",School Member District,2826,320448100
229 Member 1 &amp; 4,School Member District,,320182429
229 Member 2 &amp; 5,School Member District,,320182430
229 Member 3 &amp; 6,School Member District,,320182431
230 Member 1 &amp; 4,School Member District,,320182432
230 Member 2 &amp; 5,School Member District,,320182433
230 Member 3 &amp; 6,School Member District,,320182434
231 Member 1 &amp; 4,School Member District,,320182435
231 Member 2 &amp; 5,School Member District,,320182436
231 Member 3 &amp; 6,School Member District,,320182437
"365, School Member 3-6",School Member District,36536,320448178
"365, School Member 2-5",School Member District,36525,320448177
"365, School Member 1-4",School Member District,36514,320448176
"School 107, District 2",School Member District,1072,320448243
"School 107, District 1",School Member District,1071,320448242
"USD 493, Member 1-4",School Member District,,320448508
"USD 493, Member 2-5",School Member District,,320448511
"USD 493, Member 3-6",School Member District,,320448512
"School 495, Member 2-5",School Member District,,320448513
"USD 247, Member 1-4",School Member District,,320448526
"USD 247, Member 2-5",School Member District,,320448527
"School 395, Member 1",School Member District,,320448649
"School 403, Member 3-6",School Member District,,320448657
"School 403, Member 2-5",School Member District,,320448656
"School 403, Member 1-4",School Member District,,320448655
"School 395, Member 6",School Member District,,320448654
"School 395, Member 5",School Member District,,320448653
"School 395, Member 4",School Member District,,320448652
"School 395, Member 3",School Member District,,320448651
"School 395, Member 2",School Member District,,320448650
"School 224, Member 3",School Member District,2243,320448435
"School 109, Member 2-5",School Member District,10925,320448464
"School Member 1,3,5,7",School Member District,,320450259
"School Member  2,4,6,7",School Member District,,320450258
Andover 385 2_5_7 ,School Member District,3852,320450350
Andover 385 3_6_7 ,School Member District,3853,320450351
Augusta 402 1_4_7 ,School Member District,4021,320450352
School Member 1- 4,School Member District,1,32086562
School Member 3 - 6,School Member District,3,32086551
Usd Member Dist 4,School Member District,4,320178732
Usd Member Dist 5,School Member District,5,320178733
Usd Member Dist 6,School Member District,6,320178734
Usd Member Dist 7,School Member District,7,320178735
Circle 375 2_7 ,School Member District,3752,320450344
Circle 375 3_7,School Member District,3753,320450345
Circle 375 4_7 ,School Member District,3754,320450346
Circle 375 5_7 ,School Member District,3755,320450347
Circle 375 6_7 ,School Member District,3756,320450348
Andover 385 1_4_7 ,School Member District,3851,320450349
"USD 505, Member 3-6",School Member District,50536,320447937
"USD 506, Member 3-6",School Member District,50636,320447940
"USD 506, Member 2-5",School Member District,50625,320447939
"USD 506, Member 1-4",School Member District,50614,320447938
"USD 504, At Large",School Member District,,320447943
"USD 447, At Large",School Member District,,320447944
"USD 503, At Large",School Member District,,320447945
"School 272, Member 3-6",School Member District,27236,320447971
"School 272, Member 2-5",School Member District,27225,320447970
"School 272, Member 1-4",School Member District,27214,320447969
"School 392, Member 3",School Member District,3923,320447974
"School 392, Member 2",School Member District,3922,320447973
"School 392, Member 1",School Member District,3921,320447972
"School 399, Member 1-4",School Member District,39914,320447980
"School 399, Member 2-5",School Member District,39925,320447981
"School 399, Member 3-6",School Member District,39936,320447982
"School 212, Member 2",School Member District,2122,320447994
"School 325, Member 1",School Member District,3251,320448002
"School 325, Member 2",School Member District,3252,320448003
"School 325, Member 3",School Member District,3253,320448004
"School 326, Member 1",School Member District,3261,320448005
"School 326, Member 2",School Member District,3262,320448006
"School 326, Member 3",School Member District,3263,320448007
"School 326, Member 4",School Member District,3264,320448008
"School 326, Member 5",School Member District,3265,320448009
"School 326, Member 6",School Member District,3266,320448010
"389, School Member 5",School Member District,3895,320448105
"389, School Member 4",School Member District,3894,320448104
"389, School Member 3",School Member District,3893,320448103
"389, School Member 2",School Member District,3892,320448102
"389, School Member 1",School Member District,3891,320448101
"492, School Member 3-6",School Member District,49236,320448111
"492, School Member 2-5",School Member District,49225,320448110
"492, School Member 1-4",School Member District,49214,320448109
"390, School Member 2-5",School Member District,39025,320448113
"390, School Member 3-6",School Member District,39036,320448114
"390, School Member 1-4",School Member District,39014,320448115
"205, School Member 5",School Member District,2055,320448118
"245, School Member 5",School Member District,2455,320448119
"245, School Member 6",School Member District,2456,320448120
"287, School Member 3-6",School Member District,28736,320448175
"479, School Member 3-6",School Member District,47936,320448181
"479, School Member 2-5",School Member District,47925,320448180
"479, School Member 1-4",School Member District,47914,320448179
School Member 2,School Member District,2,32096582
School Member 3,School Member District,3,32096583
"USD 112, Member 6",School Member District,,320453724
"USD 112, Member 3",School Member District,,320453723
"USD 505, Member 1-4",School Member District,50514,320447935
"USD 505, Member 2-5",School Member District,50525,320447936
School Member 3-6,School Member District,,32066531
School Member 2-5,School Member District,,32066541
School Member 1-4,School Member District,,32066544
School Member 3-6,School Member District,,32012524
School Member  1-4,School Member District,,32012526
School Member 2-5,School Member District,,32012533
Usd Member Dist 1,School Member District,1,320178727
Usd Member Dist 1_4,School Member District,,320178728
Usd Member Dist 2,School Member District,2,320178729
Usd Member Dist 3,School Member District,3,320178730
Usd Member Dist 3_6,School Member District,,320178731
"224, Member Dist 6-7",School Member District,22467,320448026
"224, Member Dist 1-7",School Member District,22417,320448025
"379, Member Dist 1-4",School Member District,37914,320448027
"379, Member Dist 2-5",School Member District,37925,320448028
School Member 36,School Member District,36,32042519
"379, Member Dist 3-6",School Member District,37936,320448029
"484, School Member 1",School Member District,4841,320448108
"School 395, Member 7",School Member District,,320453816
"484, School Member 3-6",School Member District,48436,320448107
"389, School Member 6",School Member District,3896,320448106
School Member 1,School Member District,1,32070543
School Member 2,School Member District,2,32070545
School Member 6,School Member District,6,32070548
School Member 3,School Member District,3,32070551
School Member 4,School Member District,4,32070553
School Member 5,School Member District,5,32070560
School Member 1,School Member District,1,32096568
School Member ---,School Member District,,32068532
School Member 3,School Member District,3,32088582
School Member 1,School Member District,1,32088586
"School Dist 214, Member 1-4",School Member District,,320446825
School Member 1,School Member District,1,32026511
School Member 3,School Member District,3,32026520
"USD 417, At Large",School Member District,4177,320454207
USD 333 / MD 1,School Member District,3331,320447486
USD 333 / MD 2,School Member District,3332,320447487
USD 333 / MD 3,School Member District,3333,320447488
USD 334 / MD 1,School Member District,3341,320447490
USD 334 / MD 2,School Member District,3342,320447492
USD 224 / MD 3,School Member District,2243,320447493
USD 224 / MD 4,School Member District,2244,320447497
USD 224 / MD 5,School Member District,2245,320447498
USD 224 / MD 6,School Member District,2246,320447499
School 398 All At Large,School Member District,39817,320453918
School 397 - 2,School Member District,3972,320447525
School 397 - 1,School Member District,3971,320447524
School 397 - 3,School Member District,3973,320447526
School 397 - 5,School Member District,3975,320447527
School 397 - 6,School Member District,3976,320447528
School 408 2-5,School Member District,40825,320447530
School 408 3-6,School Member District,40836,320447531
School 408 1-4,School Member District,40814,320447529
School 411 1-4,School Member District,41114,320447542
School 411 2-5,School Member District,41125,320447543
School 411 3-6,School Member District,41136,320447544
Usd Member Dist 1,School Member District,1,320164658
Usd Member Dist 2,School Member District,2,320164659
Usd Member Dist 3,School Member District,3,320164660
Usd Member Dist 6,School Member District,6,320164661
School Member 4,School Member District,4,32088542
School Member 5,School Member District,5,32088549
School Member 1-4,School Member District,,32088553
School Member 2-5,School Member District,,32088555
School Member 6,School Member District,6,32088558
School Member 3-6,School Member District,,32088564
School Member 00,School Member District,0,32038517
"484, School Member 367",School Member District,484367,320448399
"School 498, Member 3-6",School Member District,49836,320448461
"School 496, Member 2-4-6",School Member District,,320448516
"School 496, Member 1-3-5",School Member District,,320448515
"School 495, Member 3-6",School Member District,,320448514
School Member 2,School Member District,2,32088672
"School 108, Member 3-6",School Member District,10836,320448426
"School 108, Member 2-5",School Member District,10825,320448425
"School 108, Member 1-4",School Member District,10814,320448424
"School 224, Member 6",School Member District,2246,320448436
"School 348, Member 2-5",School Member District,34625,320453822
USD Member Dist 1,School Member District,1,320166653
USD Member Dist 2,School Member District,2,320166655
Usd Member Dist Dist 1_0,School Member District,,320154624
Usd Member Dist Dist 1_2,School Member District,,320154625
Usd Member Dist Dist 1_4,School Member District,,320154626
Usd Member Dist Dist 2_0,School Member District,,320154627
Usd Member Dist Dist 2_5,School Member District,,320154628
Usd Member Dist Dist 3_0,School Member District,,320154629
Usd Member Dist Dist 3_6,School Member District,,320154630
Usd Member Dist Dist 4_0,School Member District,,320154631
Usd Member Dist Dist 5_0,School Member District,,320154632
Usd Member Dist Dist 6_0,School Member District,,320154633
"School 362, Member 6",School Member District,,320448888
"School 362, Member 5",School Member District,,320448887
"School 362, Member 4",School Member District,,320448886
"School 362, Member 3",School Member District,,320448885
"School 362, Member 2",School Member District,,320448884
"School 362, Member 1",School Member District,,320448883
"School 346, Member 6",School Member District,,320448882
"School 346, Member 5",School Member District,,320448881
"School 346, Member 4",School Member District,,320448880
"School 346, Member 3",School Member District,,320448879
USD 329 Member District 2,School Member District,2,320108552
USD 329 Member District 4,School Member District,4,320108558
USD 329 Member District 5,School Member District,5,320108559
USD 329 Member District 3,School Member District,3,320108567
USD 329 Member District 6,School Member District,6,320108580
USD 329 Member District 1,School Member District,1,320108583
School Member 2/5,School Member District,,32050523
School Member 1/4,School Member District,,32050536
School Member 3/6,School Member District,,32050542
School Member 00,School Member District,0,32050572
School Member At Large,School Member District,0,32058527
"School 381, Member 2-5",School Member District,225,32036537
"School 381, Member 3-6",School Member District,336,32036538
"School 381, Member 1-4",School Member District,114,32036543
"USD 417, Dist 2 Pos 5",School Member District,4175,320454026
"USD 417, Dist 2 Pos 6",School Member District,4176,320453995
"School 111 (1,3,5)",School Member District,111135,320453410
District 2 ,School Member District,2,320124718
