"election_id","electoral_district_id","type","partisan","primary_party","electorate_specifications","special","office","filing_closed_date","number_elected","number_voting_for","ballot_id","ballot_placement","id"
"30000","60016","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","64","10","20047"
"30000","60016","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","308","10","20048"
"30000","60177","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","85","18","20049"
"30000","60339","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","198","18","20050"
"30000","60326","","NO","","","no","Member House of Delegates","1900-01-01","1","1","361","8","20051"
"30000","60000","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","310","10","20052"
"30000","60107","","NO","","","no","Member House of Delegates","1900-01-01","1","1","260","8","20053"
"30000","60239","","NO","","","no","Member School Board","1900-01-01","1","1","6","28","20054"
"30000","60088","","NO","","","no","Member Town Council - Special","1900-01-01","2","2","112","30","20055"
"30000","60284","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","331","18","20056"
"30000","60143","","NO","","","no","Member House of Delegates","1900-01-01","1","1","23","8","20057"
"30000","60054","","NO","","","no","Member School Board","1900-01-01","1","1","52","28","20058"
"30000","60235","","NO","","","no","Member House of Delegates","1900-01-01","1","1","363","8","20059"
"30000","60235","","NO","","","no","Member House of Delegates","1900-01-01","1","1","398","8","20060"
"30000","60144","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","30","18","20061"
"30000","60027","","NO","","","no","Member School Board","1900-01-01","1","1","90","28","20062"
"30000","60310","","NO","","","no","Sheriff","1900-01-01","1","1","238","11","20063"
"30000","60011","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","76","18","20064"
"30000","60098","","NO","","","no","Member House of Delegates","1900-01-01","1","1","284","8","20065"
"30000","60098","","NO","","","no","Member House of Delegates","1900-01-01","1","1","287","8","20066"
"30000","60098","","NO","","","no","Member House of Delegates","1900-01-01","1","1","290","8","20067"
"30000","60171","","NO","","","no","Member School Board","1900-01-01","1","1","150","28","20068"
"30000","60191","","NO","","","no","Member House of Delegates","1900-01-01","1","1","36","8","20069"
"30000","60131","","NO","","","no","Member House of Delegates","1900-01-01","1","1","292","8","20070"
"30000","60329","","NO","","","no","Member School Board","1900-01-01","1","1","368","28","20071"
"30000","60310","","NO","","","no","Treasurer","1900-01-01","1","1","167","13","20072"
"30000","60297","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","88","18","20073"
"30000","60190","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","7","12","20074"
"30000","60181","","NO","","","no","Sheriff","1900-01-01","1","1","22","11","20075"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","127","11","20076"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","130","11","20077"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","258","11","20078"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","374","11","20079"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","403","11","20080"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","406","11","20081"
"30000","60085","","NO","","","no","Member School Board","1900-01-01","1","1","66","28","20082"
"30000","60085","","NO","","","no","Member School Board","1900-01-01","1","1","101","28","20083"
"30000","60142","","NO","","","no","Member House of Delegates","1900-01-01","1","1","193","8","20084"
"30000","60238","","NO","","","no","Member School Board - Special","1900-01-01","1","1","60","25","20085"
"30000","60159","","NO","","","no","Member House of Delegates","1900-01-01","1","1","129","8","20086"
"30000","60077","","NO","","","no","Member House of Delegates","1900-01-01","1","1","389","8","20087"
"30000","60148","","NO","","","no","Sheriff","1900-01-01","1","1","152","11","20088"
"30000","60097","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","194","18","20089"
"30000","60042","","NO","","","no","Member School Board","1900-01-01","1","1","134","28","20090"
"30000","60085","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","100","18","20091"
"30000","60085","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","103","18","20092"
"30000","60275","","NO","","","no","Member Town Council - Special","1900-01-01","1","1","39","30","20093"
"30000","60262","","NO","","","no","Member House of Delegates","1900-01-01","1","1","24","8","20094"
"30000","60053","","NO","","","no","Member School Board","1900-01-01","1","1","47","28","20095"
"30000","60149","","NO","","","no","Member School Board","1900-01-01","1","1","235","28","20096"
"30000","60326","","NO","","","no","Member House of Delegates","1900-01-01","1","1","301","8","20097"
"30000","60326","","NO","","","no","Member House of Delegates","1900-01-01","1","1","359","8","20098"
"30000","60326","","NO","","","no","Member House of Delegates","1900-01-01","1","1","362","8","20099"
"30000","60326","","NO","","","no","Member House of Delegates","1900-01-01","1","1","365","8","20100"
"30000","60239","","NO","","","no","Member School Board","1900-01-01","1","1","5","28","20101"
"30000","60293","","NO","","","no","Member House of Delegates","1900-01-01","1","1","10","8","20102"
"30000","60190","","NO","","","no","Treasurer","1900-01-01","1","1","7","13","20103"
"30000","60190","","NO","","","no","Treasurer","1900-01-01","1","1","10","13","20104"
"30000","60073","","NO","","","no","Member School Board","1900-01-01","1","1","91","28","20105"
"30000","60084","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","73","18","20106"
"30000","60213","","NO","","","no","Member House of Delegates","1900-01-01","1","1","100","8","20107"
"30000","60124","","NO","","","no","Member House of Delegates","1900-01-01","1","1","199","8","20108"
"30000","60124","","NO","","","no","Member House of Delegates","1900-01-01","1","1","202","8","20109"
"30000","60010","","NO","","","no","Member School Board","1900-01-01","1","1","165","28","20110"
"30000","60010","","NO","","","no","Member School Board","1900-01-01","1","1","226","28","20111"
"30000","60284","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","332","18","20112"
"30000","60256","","NO","","","no","Treasurer","1900-01-01","1","1","76","13","20113"
"30000","60259","","NO","","","no","Member Town Council - Glasgow","1900-01-01","3","3","109","30","20114"
"30000","60320","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","141","10","20115"
"30000","60320","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","144","10","20116"
"30000","60053","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","46","18","20117"
"30000","60235","","NO","","","no","Member House of Delegates","1900-01-01","1","1","384","8","20118"
"30000","60015","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","195","18","20119"
"30000","60310","","NO","","","no","Sheriff","1900-01-01","1","1","63","11","20120"
"30000","60310","","NO","","","no","Sheriff","1900-01-01","1","1","237","11","20121"
"30000","60324","","NO","","","no","Member House of Delegates","1900-01-01","1","1","14","8","20122"
"30000","60324","","NO","","","no","Member House of Delegates","1900-01-01","1","1","46","8","20123"
"30000","60324","","NO","","","no","Member House of Delegates","1900-01-01","1","1","409","8","20124"
"30000","60079","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","255","18","20125"
"30000","60163","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","17","12","20126"
"30000","60267","","NO","","","no","Member House of Delegates","1900-01-01","1","1","415","8","20127"
"30000","60267","","NO","","","no","Member House of Delegates","1900-01-01","1","1","418","8","20128"
"30000","60092","","NO","","","no","Member House of Delegates","1900-01-01","1","1","91","8","20129"
"30000","60078","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","44","10","20130"
"30000","60191","","NO","","","no","Member House of Delegates","1900-01-01","1","1","147","8","20131"
"30000","60241","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","3","12","20132"
"30000","60241","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","253","12","20133"
"30000","60241","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","340","12","20134"
"30000","60131","","NO","","","no","Member House of Delegates","1900-01-01","1","1","291","8","20135"
"30000","60131","","NO","","","no","Member House of Delegates","1900-01-01","1","1","294","8","20136"
"30000","60131","","NO","","","no","Member House of Delegates","1900-01-01","1","1","297","8","20137"
"30000","60131","","NO","","","no","Member House of Delegates","1900-01-01","1","1","300","8","20138"
"30000","60333","","NO","","","no","Member House of Delegates","1900-01-01","1","1","340","8","20139"
"30000","60329","","NO","","","no","Member School Board","1900-01-01","1","1","257","28","20140"
"30000","60329","","NO","","","no","Member School Board","1900-01-01","1","1","344","28","20141"
"30000","60329","","NO","","","no","Member School Board","1900-01-01","1","1","367","28","20142"
"30000","60241","","NO","","","no","Treasurer","1900-01-01","1","1","254","13","20143"
"30000","60241","","NO","","","no","Treasurer","1900-01-01","1","1","341","13","20144"
"30000","60049","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","92","18","20145"
"30000","60052","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","170","18","20146"
"30000","60181","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","22","12","20147"
"30000","60135","","NO","","","no","Member School Board","1900-01-01","1","1","44","28","20148"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","128","11","20149"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","154","11","20150"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","218","11","20151"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","305","11","20152"
"30000","60085","","NO","","","no","Member School Board","1900-01-01","1","1","67","28","20153"
"30000","60033","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","78","12","20154"
"30000","60142","","NO","","","no","Member House of Delegates","1900-01-01","1","1","133","8","20155"
"30000","60159","","NO","","","no","Member House of Delegates","1900-01-01","1","1","128","8","20156"
"30000","60159","","NO","","","no","Member House of Delegates","1900-01-01","1","1","311","8","20157"
"30000","60147","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","239","10","20158"
"30000","60255","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","80","12","20159"
"30000","60077","","NO","","","no","Member House of Delegates","1900-01-01","1","1","37","8","20160"
"30000","60243","","NO","","","no","Member School Board ","1900-01-01","1","1","109","28","20161"
"30000","60332","","NO","","","no","Sheriff","1900-01-01","1","1","86","11","20162"
"30000","60072","","NO","","","no","Member House of Delegates","1900-01-01","1","1","66","8","20163"
"30000","60072","","NO","","","no","Member House of Delegates","1900-01-01","1","1","101","8","20164"
"30000","60088","","NO","","","no","Member Town Council - Special","1900-01-01","2","2","110","30","20165"
"30000","60143","","NO","","","no","Member House of Delegates","1900-01-01","1","1","60","8","20166"
"30000","60143","","NO","","","no","Member House of Delegates","1900-01-01","1","1","63","8","20167"
"30000","60331","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","44","18","20168"
"30000","60054","","NO","","","no","Member School Board","1900-01-01","1","1","50","28","20169"
"30000","60164","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","105","10","20170"
"30000","60235","","NO","","","no","Member House of Delegates","1900-01-01","1","1","397","8","20171"
"30000","60235","","NO","","","no","Member House of Delegates","1900-01-01","1","1","400","8","20172"
"30000","60188","","NO","","","no","Member Town Council","1900-01-01","2","2","98","30","20173"
"30000","60098","","NO","","","no","Member House of Delegates","1900-01-01","1","1","285","8","20174"
"30000","60171","","NO","","","no","Member School Board","1900-01-01","1","1","151","28","20175"
"30000","60267","","NO","","","no","Member House of Delegates","1900-01-01","1","1","242","8","20176"
"30000","60241","","NO","","","no","Sheriff","1900-01-01","1","1","342","11","20177"
"30000","60191","","NO","","","no","Member House of Delegates","1900-01-01","1","1","186","8","20178"
"30000","60329","","NO","","","no","Member School Board","1900-01-01","1","1","29","28","20179"
"30000","60317","","NO","","","no","Member School Board","1900-01-01","1","1","85","28","20180"
"30000","60310","","NO","","","no","Treasurer","1900-01-01","1","1","62","13","20181"
"30000","60310","","NO","","","no","Treasurer","1900-01-01","1","1","236","13","20182"
"30000","60015","","NO","","","no","Member School Board","1900-01-01","1","1","194","28","20183"
"30000","60190","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","9","12","20184"
"30000","60048","","NO","","","no","Member House of Delegates","1900-01-01","1","1","218","8","20185"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","321","11","20186"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","353","11","20187"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","376","11","20188"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","379","11","20189"
"30000","60250","","NO","","","no","Member School Board","1900-01-01","1","1","96","10","20190"
"30000","60030","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","49","18","20191"
"30000","60030","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","52","18","20192"
"30000","60270","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","6","18","20193"
"30000","60024","","NO","","","no","Member House of Delegates","1900-01-01","1","1","177","8","20194"
"30000","60024","","NO","","","no","Member House of Delegates","1900-01-01","1","1","180","8","20195"
"30000","60024","","NO","","","no","Member House of Delegates","1900-01-01","1","1","183","8","20196"
"30000","60170","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","189","18","20197"
"30000","60148","","NO","","","no","Sheriff","1900-01-01","1","1","153","11","20198"
"30000","60052","","NO","","","no","Member School Board","1900-01-01","1","1","71","28","20199"
"30000","60052","","NO","","","no","Member School Board","1900-01-01","1","1","170","28","20200"
"30000","60085","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","102","18","20201"
"30000","60224","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","227","18","20202"
"30000","60032","","NO","","","no","Member House of Delegates","1900-01-01","1","1","136","8","20203"
"30000","60032","","NO","","","no","Member House of Delegates","1900-01-01","1","1","139","8","20204"
"30000","60032","","NO","","","no","Member House of Delegates","1900-01-01","1","1","142","8","20205"
"30000","60053","","NO","","","no","Member School Board","1900-01-01","1","1","46","28","20206"
"30000","60000","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","310","12","20207"
"30000","60016","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","74","10","20208"
"30000","60244","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","35","12","20209"
"30000","60107","","NO","","","no","Member House of Delegates","1900-01-01","1","1","38","8","20210"
"30000","60239","","NO","","","no","Member School Board","1900-01-01","1","1","4","28","20211"
"30000","60130","","NO","","","no","Member House of Delegates","1900-01-01","1","1","211","8","20212"
"30000","60132","","NO","","","no","Sheriff","1900-01-01","1","1","25","11","20213"
"30000","60213","","NO","","","no","Member House of Delegates","1900-01-01","1","1","102","8","20214"
"30000","60124","","NO","","","no","Member House of Delegates","1900-01-01","1","1","204","8","20215"
"30000","60314","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","112","18","20216"
"30000","60170","","NO","","","no","Member School Board","1900-01-01","1","1","187","28","20217"
"30000","60253","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","228","18","20218"
"30000","60126","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","5","12","20219"
"30000","60010","","NO","","","no","Member School Board","1900-01-01","1","1","164","28","20220"
"30000","60238","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","61","12","20221"
"30000","60320","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","137","10","20222"
"30000","60320","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","140","10","20223"
"30000","60320","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","143","10","20224"
"30000","60320","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","146","10","20225"
"30000","60022","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","18","18","20226"
"30000","60022","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","21","18","20227"
"30000","60235","","NO","","","no","Member House of Delegates","1900-01-01","1","1","145","8","20228"
"30000","60235","","NO","","","no","Member House of Delegates","1900-01-01","1","1","383","8","20229"
"30000","60144","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","31","18","20230"
"30000","60324","","NO","","","no","Member House of Delegates","1900-01-01","1","1","16","8","20231"
"30000","60324","","NO","","","no","Member House of Delegates","1900-01-01","1","1","97","8","20232"
"30000","60011","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","75","18","20233"
"30000","60267","","NO","","","no","Member House of Delegates","1900-01-01","1","1","112","8","20234"
"30000","60241","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","254","12","20235"
"30000","60241","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","341","12","20236"
"30000","60131","","NO","","","no","Member House of Delegates","1900-01-01","1","1","293","8","20237"
"30000","60131","","NO","","","no","Member House of Delegates","1900-01-01","1","1","296","8","20238"
"30000","60087","","NO","","","no","Member School Board","1900-01-01","1","1","43","28","20239"
"30000","60333","","NO","","","no","Member House of Delegates","1900-01-01","1","1","237","8","20240"
"30000","60329","","NO","","","no","Member School Board","1900-01-01","1","1","395","28","20241"
"30000","60241","","NO","","","no","Treasurer","1900-01-01","1","1","342","13","20242"
"30000","60325","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","149","18","20243"
"30000","60184","","NO","","","no","Member House of Delegates","1900-01-01","1","1","282","8","20244"
"30000","60252","","NO","","","no","Member School Board","1900-01-01","1","1","95","10","20245"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","275","11","20246"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","327","11","20247"
"30000","60312","","NO","","","no","Member School Board","1900-01-01","1","1","53","28","20248"
"30000","60142","","NO","","","no","Member House of Delegates","1900-01-01","1","1","195","8","20249"
"30000","60238","","NO","","","no","Member School Board - Special","1900-01-01","1","1","61","25","20250"
"30000","60159","","NO","","","no","Member House of Delegates","1900-01-01","1","1","312","8","20251"
"30000","60147","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","241","10","20252"
"30000","60201","","NO","","","no","Member House of Delegates","1900-01-01","1","1","82","8","20253"
"30000","60209","","NO","","","no","Member House of Delegates","1900-01-01","1","1","341","8","20254"
"30000","60199","","NO","","","no","Member Town Council - Special","1900-01-01","1","1","72","30","20255"
"30000","60024","","NO","","","no","Member House of Delegates","1900-01-01","1","1","171","8","20256"
"30000","60024","","NO","","","no","Member House of Delegates","1900-01-01","1","1","174","8","20257"
"30000","60072","","NO","","","no","Member House of Delegates","1900-01-01","1","1","378","8","20258"
"30000","60281","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","93","18","20259"
"30000","60287","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","89","18","20260"
"30000","60262","","NO","","","no","Member House of Delegates","1900-01-01","1","1","62","8","20261"
"30000","60262","","NO","","","no","Member House of Delegates","1900-01-01","1","1","236","8","20262"
"30000","60032","","NO","","","no","Member House of Delegates","1900-01-01","1","1","302","8","20263"
"30000","60158","","NO","","","no","Commonwealth's Attorney - Special","1900-01-01","1","1","112","10","20264"
"30000","60107","","NO","","","no","Member House of Delegates","1900-01-01","1","1","96","8","20265"
"30000","60009","","NO","","","no","Member School Board","1900-01-01","1","1","111","28","20266"
"30000","60246","","NO","","","no","Treasurer","1900-01-01","1","1","81","13","20267"
"30000","60094","","NO","","","no","Member House of Delegates","1900-01-01","1","1","251","8","20268"
"30000","60240","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","343","18","20269"
"30000","60124","","NO","","","no","Member House of Delegates","1900-01-01","1","1","201","8","20270"
"30000","60097","","NO","","","no","Member School Board","1900-01-01","1","1","193","28","20271"
"30000","60261","","NO","","","no","Member House of Delegates","1900-01-01","1","1","332","8","20272"
"30000","60261","","NO","","","no","Member House of Delegates","1900-01-01","1","1","335","8","20273"
"30000","60088","","NO","","","no","Member Town Council - Special","1900-01-01","2","2","111","30","20274"
"30000","60233","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","255","18","20275"
"30000","60320","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","145","10","20276"
"30000","60310","","NO","","","no","Sheriff","1900-01-01","1","1","62","11","20277"
"30000","60310","","NO","","","no","Sheriff","1900-01-01","1","1","236","11","20278"
"30000","60324","","NO","","","no","Member House of Delegates","1900-01-01","1","1","124","8","20279"
"30000","60266","","NO","","","no","Member School Board","1900-01-01","1","1","73","28","20280"
"30000","60098","","NO","","","no","Member House of Delegates","1900-01-01","1","1","288","8","20281"
"30000","60292","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","233","18","20282"
"30000","60171","","NO","","","no","Member School Board","1900-01-01","1","1","186","28","20283"
"30000","60171","","NO","","","no","Member School Board","1900-01-01","1","1","337","28","20284"
"30000","60191","","NO","","","no","Member House of Delegates","1900-01-01","1","1","156","8","20285"
"30000","60241","","NO","","","no","Commissioner of Revenue","1900-01-01","1","1","339","12","20286"
"30000","60067","","NO","","","no","Treasurer","1900-01-01","1","1","192","13","20287"
"30000","60315","","NO","","","no","Member House of Delegates","1900-01-01","1","1","40","8","20288"
"30000","60329","","NO","","","no","Member School Board","1900-01-01","1","1","396","28","20289"
"30000","60310","","NO","","","no","Treasurer","1900-01-01","1","1","238","13","20290"
"30000","60060","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","197","10","20291"
"30000","60252","","NO","","","no","Member School Board","1900-01-01","1","1","96","10","20292"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","126","11","20293"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","129","11","20294"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","155","11","20295"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","219","11","20296"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","274","11","20297"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","306","11","20298"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","312","11","20299"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","373","11","20300"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","402","11","20301"
"30000","60058","","NO","","","no","Sheriff","1900-01-01","1","1","405","11","20302"
"30000","60085","","NO","","","no","Member School Board","1900-01-01","1","1","100","28","20303"
"30000","60085","","NO","","","no","Member School Board","1900-01-01","1","1","103","28","20304"
"30000","60142","","NO","","","no","Member House of Delegates","1900-01-01","1","1","232","8","20305"
"30000","60196","","NO","","","no","Mayor","1900-01-01","1","1","91","29","20306"
"30000","60332","","NO","","","no","Sheriff","1900-01-01","1","1","87","11","20307"
"30000","60072","","NO","","","no","Member House of Delegates","1900-01-01","1","1","100","8","20308"
"30000","60097","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","195","18","20309"
"30000","60281","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","94","18","20310"
"30000","60042","","NO","","","no","Member School Board","1900-01-01","1","1","133","28","20311"
"30000","60085","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","67","18","20312"
"30000","60262","","NO","","","no","Member House of Delegates","1900-01-01","1","1","28","8","20313"
"30000","60108","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","331","18","20314"
"30000","60032","","NO","","","no","Member House of Delegates","1900-01-01","1","1","301","8","20315"
"30000","60032","","NO","","","no","Member House of Delegates","1900-01-01","1","1","304","8","20316"
"30000","60016","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","11","10","20317"
"30000","60016","","NO","","","no","Commonwealth's Attorney","1900-01-01","1","1","252","10","20318"
"30000","60149","","NO","","","no","Member School Board","1900-01-01","1","1","117","28","20319"
"30000","60158","","NO","","","no","Commonwealth's Attorney - Special","1900-01-01","1","1","110","10","20320"
"30000","60177","","NO","","","no","Member Board of Supervisors","1900-01-01","1","1","84","18","20321"
"30000","60326","","NO","","","no","Member House of Delegates","1900-01-01","1","1","302","8","20322"
"30000","60326","","NO","","","no","Member House of Delegates","1900-01-01","1","1","360","8","20323"
"30000","60326","","NO","","","no","Member House of Delegates","1900-01-01","1","1","363","8","20324"
